ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20,citation_21,citation_22,citation_23,citation_24
reference_66,4.821026066274918,3.7513939488232007,3.3454828314552207,3.46199486238369,3.5518416072859647,3.15613840109767,3.0832126438575833,3.3487913767487503,2.888333816393576,3.4932588529063113,3.3048863451089794,3.6229003768499077,3.5308045913244666,3.408751033786118,3.429274444501273,inf,3.4660646825000576,2.766876772537457,3.3656577541286357,3.48879628919724,3.3706231693380477,3.1562769579346868,3.462413433567496,inf,2.862253884135454
reference_67,4.6693711134170295,3.612722655040622,3.368889513750642,3.4662724604415893,3.523254428036767,3.150170542126,3.191040146988495,3.205148584413528,3.0245537883846074,3.509207427671552,3.3197774452077553,3.531777667308661,3.470260693543435,3.4071991373519896,3.2697723587368968,inf,3.2976300285130735,3.0726328565052525,3.2213207260544894,3.4759354053256715,3.3093661072219525,3.2049433809179715,3.4991277492178683,inf,3.1695747672994616
reference_68,4.872125981841087,3.8048983902398352,3.5647785146077733,3.5702199283132554,3.790274549477131,3.322163523172498,3.1961948903577913,3.4295592535316946,3.250720339534913,3.587595627765596,3.589886176132379,3.7963107370485125,3.815589087025643,3.472679919708967,3.3019631500774382,inf,3.493868197724819,3.234271608260408,3.4784882766972816,3.584008696746218,3.5109358212909996,3.523157663496312,3.5838898801004886,inf,3.459357174825669
reference_69,5.001230239868164,4.109311976745844,3.8651250899006215,3.8753953646067383,4.124966271169925,3.694109959069848,3.535044297504406,3.784715992631912,3.624127204545943,3.88863643565011,3.9172028306212052,4.085502404824118,4.166204834098817,3.753190720485449,3.669211409438324,inf,3.7800142110526562,3.6118888067206196,3.8247209809219265,3.8881079931863676,3.8100141758174564,3.8498902366874583,3.8765154690185186,inf,3.7961666649508476
reference_70,4.723107912709403,3.672921107976336,3.4141097611048603,3.530503058743693,3.4866736071380595,3.305899154666424,3.1785287455658917,3.245929075250303,3.0549402017917173,3.404673721950035,3.321497418060413,3.5714012636052734,3.560108359733025,3.4570770505831425,3.3350380810852425,inf,3.3858819685247035,3.160310695759569,3.3849777485507815,3.54233668397062,3.41837007256347,3.266429626408024,3.3712198087819267,inf,3.1552147427072232
reference_71,4.918068524242614,3.7876803706759015,3.4523469275411918,3.5619678570945457,3.6320435151580344,3.130790526134013,3.107108826399073,3.3789530378322463,2.916417147654168,3.3862249384073793,3.392690425381504,3.7316622513544737,3.588447522782486,3.4039421290713574,3.2803865058723445,inf,3.45447322919818,2.7146870394714773,3.364162905551408,3.4219321608990665,3.390121008388663,3.2898641348364848,3.3548090121839818,inf,3.1397635891399913
reference_72,4.811125929864168,3.6491354702911374,3.4357167732994296,3.475323632795811,3.6373296998541695,3.2980005212630035,3.175311503032534,3.3740705784403087,3.0928434776691387,3.4775536706843373,3.411001772967177,3.7004027214815705,3.7656859087003713,3.3965585095784663,3.359452985499263,inf,3.431092171615243,3.1694754841228754,3.419217274112585,3.517186918864332,3.3946242691342357,3.378659587988467,3.432811290500164,inf,3.406017986032868
reference_73,4.958885250492096,3.910596198709011,3.5764576911485104,3.75620101233083,3.8431567189290887,3.4293384885365366,3.367637798105526,3.587513137575388,3.3286027616770344,3.58425839619112,3.6716618142414554,3.828635991960904,3.877693583919526,3.4947897748429777,3.48150408593812,inf,3.5260497632431984,3.1994960562713466,3.5576169974460825,3.624829017225213,3.5073193221034393,3.4843184050333322,3.5596481725026368,inf,3.5808919453010564
reference_74,5.000614318562674,3.9252992225862315,3.415094642214498,3.555778855452916,3.693644196107848,3.3494631406926483,3.1560569549377044,3.4201299296270187,3.127565325859289,3.5207698967115797,3.419136976899444,3.7178923760229177,3.6814022659792625,3.4629991955416313,3.414955612407527,inf,3.5451547864105923,3.0252461204738568,3.5040359861573607,3.5661758690874716,3.4861779329693743,3.2593958381184605,3.4896668381815297,inf,3.0125598726303524
reference_75,5.323986433767319,4.154503281481862,3.8090788727853617,3.8872383201520444,4.146240134196122,3.6759649694030285,3.653241135692903,3.9077073781893255,3.6441085871639323,3.800176787032127,3.928252674441298,4.155199378099836,4.1707229466671,3.7608425656341313,3.790191453145695,inf,3.958882544584751,3.5814503793841928,3.90163324841691,3.827578533434506,3.898462659775533,3.841875552878737,3.8266945350298878,inf,3.766748795371628
reference_76,4.93175130377622,3.7496758650022484,3.315166682093119,3.5126423273164535,3.625934081641124,3.1629531838201856,2.8647725582501278,3.377835891233901,2.9447852019803,3.4394127873572504,3.2973568228760115,3.628469234799897,3.5571323888208766,3.357237934746681,3.395968319536617,inf,3.177062398914869,2.82452690938856,3.3416346945875213,3.426380886866176,3.331572531340898,2.935559568554454,3.4148883169881348,inf,2.720590640112609
reference_77,5.054498821266175,3.876192764257908,3.5802052673370635,3.7489329978634003,3.775750172888866,3.423407227800572,3.3416282029706394,3.60939151803174,3.3295574892084447,3.6277920892767193,3.577696056540241,3.8837132048378726,3.8989470472465046,3.5387666386735437,3.5180440297266005,inf,3.5177878802906872,3.3285278538345424,3.6343646558997635,3.6134929051662983,3.5307741228030385,3.5471107934905746,3.5757352437606813,inf,3.5666486526417733
reference_78,5.159418313988685,4.068625808235359,3.719079541824408,3.7627902454611304,3.971379551770613,3.707975401693344,3.5299539802512045,3.750788868027925,3.559086769933942,3.5749437493850227,3.772897745605677,4.038898297285659,3.9354321232127667,3.598956086423278,3.665135192952156,inf,3.890733210443437,3.5810331241781506,3.8422186503230393,3.7533163592392045,3.836948146362828,3.4098331079403037,3.62115739446218,inf,3.2062319859388353
reference_79,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_80,4.8991193118782705,3.840886699860831,3.6062549420787384,3.7711154203982593,3.7861875165771375,3.4360540936009376,3.44861514264412,3.5158179504820817,3.344787090300569,3.721652180556501,3.624062452254449,3.844958665654312,3.736765302445928,3.6516428620174004,3.64015385996274,inf,3.6416515636154285,3.3940939343668624,3.622887867355436,3.7472773002081166,3.591460123653051,3.599995197690461,3.696183139768952,inf,3.447304911229803
reference_81,5.068579817786693,3.975108414154172,3.6985292581777753,3.6941262330937388,4.028678239726274,3.5522640809693335,3.4685053187784907,3.736812232795596,3.4063373432287345,3.6770345824824573,3.795962364433353,4.020614181780923,3.994597261022282,3.6187454739923477,3.7260844101016044,inf,3.821848419912696,3.4865550625810044,3.7475381769499045,3.7499920120773487,3.6856630886260024,3.562280963182545,3.588878619348228,inf,3.524089375135327
reference_82,4.978339871481009,3.8331768445293037,3.9912344896878613,4.10194004183908,4.1589847691607025,3.91954561714074,3.8655694073789397,3.8182149274416015,3.9237497697880537,4.07332558646132,3.99682981055239,4.02478410525685,4.090659310639029,4.0089444668098695,3.9123723617160473,inf,4.086167272269717,3.8954916478181207,3.9472659936395016,4.124874024686614,3.8765491747969185,3.9664565962434506,4.054660805177555,inf,3.8978621279126973
reference_83,4.968108574965137,3.899546005792563,3.5316326845261456,3.5179632346589726,3.855389780548245,3.49449792360116,3.0433110081971746,3.5438410623718704,2.9279854768837588,3.613000861291027,3.5807645426287964,3.8024045821539207,3.4367322822478883,3.5388470346271137,3.614851746349001,inf,3.6679339765358994,3.1647161885564783,3.518229897828869,3.587333932558477,3.5556603192991165,3.509785671775904,3.5144411862014637,inf,3.202910935916537
reference_84,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_85,5.075984521492767,3.886783953756738,3.513736497947905,3.5949378388555053,3.3827899564020023,3.408146155840874,3.30024132802569,3.4732332976372717,3.246371312480953,3.4535154147574545,3.5462938126437367,3.799527723317837,3.73989259237361,3.420593576727998,3.3705920125699045,inf,3.6210423277480954,3.2109797791325576,3.6040027207764496,3.580410928137788,3.5803306260839483,3.205811824822434,3.432432328002238,inf,3.094418082821131
reference_86,5.011906498901367,3.780203922211528,3.4842125893584273,3.6774369094461203,3.7721624101677587,3.437396992941171,3.3127107583165096,3.458257070663452,3.3324857998110615,3.4902263762004373,3.6027408831603496,3.7178510315607927,3.8005908251770024,3.3944180291690826,3.313695144823551,inf,3.4474535290832518,3.2504627268730433,3.579503627400081,3.57304033329601,3.4762350365311505,3.455589312227136,3.483566168126106,inf,3.533112998291016
reference_87,4.664210020413399,3.6502215974172354,3.451087130090362,3.5339415920341013,3.6976382681972018,3.313447321968317,3.227298375281652,3.3081579464790822,3.2107628926381664,3.5069818745759727,3.5236471175000488,3.6709945337355236,3.720479162509537,3.3842135004514455,3.3130197133333206,inf,3.445469186475515,3.2187865400900963,3.330782841956213,3.4862102490079594,3.369918862128621,3.407941310334389,3.4967575640283823,inf,3.455912142230988
reference_88,4.853358578650115,3.7334689436687785,3.463702941120588,3.5554416788424708,3.5755386305633556,3.2978635119825794,3.065883346642307,3.3586544761298636,2.834240461193653,3.535652074951732,3.175045764287679,3.656051529889543,3.558541933392313,3.501327568754326,3.4597378473082734,inf,3.328824274334071,3.1707946767629753,3.418108749359676,3.528767568061406,3.4489992641531972,3.3717582000706448,3.5020875504042395,inf,3.302667925279032
reference_89,4.862518684373192,3.7393114756371006,3.526866338880621,3.6751885078009137,3.6575318807253434,3.3191112077514813,3.119747169133283,3.3266601929991215,3.280432559681344,3.648225549382178,3.4774423015012546,3.676091668755245,3.6355992915484356,3.5410764137423,3.3418334227459034,inf,3.4971365151156624,3.378247127589642,3.412648839348817,3.5568594325140297,3.486338966940225,3.4548509327526684,3.631121396077201,inf,3.54422611023662
reference_90,4.982619496588422,3.9518869574317925,3.567362813985095,3.74945758149904,3.7779470810567615,3.4548300715157034,3.347808502861118,3.486748448926807,3.3326264530467733,3.4767167712109566,3.662549254231662,3.810459133127124,3.8068418939309128,3.4732718903632995,3.3729706049072266,inf,3.5957305033071996,3.4087882881725364,3.6708486777270584,3.645513691124601,3.6230385447260756,3.510571105827097,3.5164891877284528,inf,3.5769716697481635
reference_91,4.81149142976098,3.6674224653980256,3.3670654844408117,3.51947194821167,3.5966945493988507,3.2196700849946978,3.1027721946336264,3.338460976370287,3.0308427912539284,3.463441773397565,3.3272997587792865,3.6060684696115337,3.5720852795045377,3.400874384875631,3.3853091366672516,inf,3.348697649215924,3.11181760039269,3.3456376800318157,3.4535961685449057,3.3244980204199845,3.2979389345804058,3.426578206987858,inf,3.3150455067799336
reference_92,4.837522563239396,3.685255864395566,3.52380666783866,3.5909220574869516,3.191280128553115,3.3165430995799023,3.1316808179855307,3.32824055481107,2.9964356126727143,3.5158537761359905,3.3778795422242878,3.583309430584841,3.5154873546343794,3.5391365755276625,3.4234177381266195,inf,3.5308196379922556,3.2310128674027743,3.3291302640671936,3.5034662398002974,3.4426724326999376,3.304040194920341,3.48198488179711,inf,3.4197219824517795
reference_93,4.729792112393379,3.70675981566,3.5129144634975193,3.56562992225647,3.7855745487440133,3.3699800622645615,3.311500622221338,3.382850559975147,3.2872573601708885,3.573750147299409,3.5837525363810876,3.7377075413193808,3.7710330371467595,3.4508887136768105,3.408580429813981,inf,3.5434925279865266,3.285867577696636,3.3933835650110225,3.5741054403196437,3.41670997706141,3.4714524703020766,3.5678282905955316,inf,3.520093499559403
reference_94,4.905161107418776,3.879513139924288,3.677840990159692,3.762735445542455,3.7628555917651023,3.497211199081957,3.497564439871554,3.5895668358092307,3.219561585872744,3.4976998484215733,3.5884380341297946,3.7637004986976232,3.6413932250469454,3.6746606190816165,3.7220901928268075,inf,3.713805566799045,3.420627768255285,3.557998108235716,3.679258814842895,3.6542321935139292,3.621041686029781,3.6112697261104585,inf,3.468578158628762
reference_95,4.9739161684777855,3.842340983001685,3.565192225154239,3.624777084947376,3.6989087393468343,3.4035926289785072,3.36451913042074,3.5176437959054407,3.251523477942408,3.429476110018451,3.5509137426600796,3.7338467384490777,3.7452997843252214,3.4903096410738232,3.5203206599501797,inf,3.5762023611338045,3.287099798142147,3.553491003002986,3.57958360733193,3.4882971657819644,3.4611031723689893,3.4557216835782816,inf,3.3791507206518743
reference_96,5.1587519246363644,4.089645139843822,3.627485336264886,3.842149050718904,3.931277766149972,3.636631631694555,3.5640386046416985,3.6831973241350653,3.4612168293391017,3.4653022494707106,3.815955393424795,3.919447728273849,3.856661921715403,3.576967533568382,3.6094248243001696,inf,3.832424162354708,3.4102061852223464,3.8496408664643478,3.6940468835410223,3.8354189458844066,3.5362641091001845,3.608491017317295,inf,3.581480158086491
reference_97,5.694159507751465,4.849894766278863,4.644393593077506,4.763619681444407,4.793743111041289,4.5966561353902815,4.521176791273099,4.67764455835712,4.511813865222481,4.443154740159034,4.731238155450958,4.861350730373335,4.730769215962602,4.597543454316973,4.675482449304581,inf,4.837686740791797,4.521169944858517,4.760025078080207,4.64523079223628,4.72821026299734,4.549994821459116,4.586343508005619,inf,4.564937462945939
reference_98,4.960353905788176,4.028195924433813,3.9228135119078087,4.074575134437834,4.006269897402724,3.8099885480824933,3.8184363256714002,3.8322563499506797,3.7676923808070684,3.7879491723466523,3.969880589226173,4.016655102684624,3.931500744425435,3.8970441834311935,3.962332122217181,inf,4.000397102083799,3.8708718479107347,3.91303097822201,3.9567063939501055,3.9417711152736676,3.885728417723828,3.914312305283567,inf,3.850761604043398
reference_99,4.675666645123481,3.673689986839771,3.4517870770301293,3.534260512588024,3.7142134564048064,3.332234059978366,3.2627398841807063,3.3601928580584524,3.2222579869481494,3.5270171988354924,3.5473992598095268,3.6859188777635628,3.726200390379334,3.380531250563145,3.3463470244741913,inf,3.4729728028082847,3.2343154010484616,3.3470349945179727,3.5230327889681283,3.3797519321873875,3.431363020164155,3.5096987100419996,inf,3.4565461296751505
reference_100,5.148162923261761,4.064497782439232,3.6804842186615407,3.8225046052728895,3.8936127837743433,3.4155827310405966,3.2808489169309127,3.7428165977211,3.3838647770168793,3.4847587920045853,3.7595043098002003,3.9127700682118793,3.8523866044029957,3.5221840583084822,3.7283931822184324,inf,3.8202144608302118,3.5434432756123417,3.7528697771201296,3.7151106457972567,3.717284334071227,3.477421594201219,3.5824892234306334,inf,2.8250651588272695
reference_101,5.092653515165935,4.069528111545221,3.7250338615387615,3.678809358582965,4.082569189459568,3.6397681996378526,3.5275125874373234,3.7760828228289207,3.446752397915995,3.738758260935091,3.850763196471496,4.06011599910152,4.059697553390919,3.6501524386760114,3.783895436609081,inf,3.8798851211205756,3.6365259215309838,3.7936200416874435,3.80033354245805,3.7441401391791507,3.5939975134627806,3.6158017271489133,inf,3.571493341420757
reference_102,5.1461460102202325,4.091160627106292,3.7524007746259,3.7405119905128243,3.976606321648983,3.6183088198382936,3.5061739994311805,3.7070545928219656,3.4246843298989678,3.539211992053148,3.7559655596311003,3.9772261359108736,3.907454755177976,3.6597430152754065,3.756207849202222,inf,3.891046653064785,3.5501001779416463,3.7501032040183815,3.7070639769733535,3.7696183655610214,3.5755405914508303,3.5337966312726685,inf,3.220396862548983
reference_103,5.231717386538242,4.031097307589933,3.701002172702636,3.7737284417281174,3.9867151203709352,3.5043674092906167,3.5070369086091775,3.71139962887319,3.445306081414138,3.6721337815355066,3.7554045052236127,4.051101587312494,3.993136995520319,3.623859066388253,3.6435716517837378,inf,3.803147335982168,3.4209537015595113,3.714709868857489,3.7922599441157674,3.689112604755512,3.52276358182664,3.6510506947802908,inf,3.165640916345833
reference_104,4.675998097826004,3.6488503184251786,3.4254139126925223,3.504033990456462,3.699366381845263,3.31620676196301,3.2239595953781075,3.306202755060196,3.207814594230633,3.49041790589118,3.514677599009946,3.653215079334707,3.693608722045517,3.3592039631619452,3.3162914517070528,inf,3.433264895554781,3.207372885490785,3.333062384539008,3.4876878105445432,3.3455441830710493,3.4197899064111925,3.4735892920936347,inf,3.4389635149798394
reference_105,4.895709678027886,3.7276116360944593,3.1179529191527027,3.411154079604628,3.6449510241362493,3.328486433179698,2.8651922848041456,3.4577316244950995,2.9851352582109483,3.4934499645435686,3.350385801923869,3.6906360811418097,3.6299993893821054,3.1573559059462606,3.4926269742089056,inf,3.523713609554797,3.166862072094859,3.440816696128754,3.4668787503126812,3.431097298353787,3.364173098071404,3.475577864635413,inf,2.783296708598045
reference_106,4.922963086687803,3.9047311321275235,3.6189316472476842,3.678744559812367,3.864704610212087,3.4734126367213727,3.3777309336999637,3.6201154676683545,3.3637334158659407,3.580534111256361,3.672091904988437,3.9306221261139087,3.851337577625513,3.555949721618056,3.634790454543233,inf,3.74417191645056,3.407967150914503,3.6445386023357673,3.67366681693259,3.6416096827358637,3.448065939245304,3.559450332475841,inf,3.1080372693746567
reference_107,5.264814376831055,4.182448539967537,3.911651702998235,4.055265499181151,4.2913859828718,3.7984943349281552,3.7724392024717135,3.8993308038525583,3.788835609111349,3.8485414757080676,4.052651844419746,4.172958368286698,4.2956462870864875,3.8398683982774613,3.763629504307556,inf,3.9500842725470067,3.666243004193263,3.9254622249856705,4.012630723603103,3.959167231120581,3.896927704802574,3.835878774017215,inf,3.8409375102084167
reference_108,4.818923787332893,3.6911971961728995,3.4361329402794447,3.4403599093892345,3.554855791676543,3.0583993872970234,2.872535478083559,3.299089398567724,2.877225183391178,3.399501082798931,3.282766123401451,3.643122837711722,3.5433005351844358,3.364161107631923,3.192316346970892,inf,3.3540022430328404,2.918100702868487,3.327679709473801,3.445412551553644,3.3721664860446974,3.1641018825179943,3.3993429555320285,inf,3.0789640734477666
reference_109,5.014620630769588,3.948564640483952,3.6494617519535977,3.802688167487384,3.3135951651403937,3.5568083486926567,3.2578738820509185,3.552745207681954,3.4211066168844644,3.670781183915735,3.3900818998864155,3.7818168156833543,3.704664385311603,3.6676466962108027,3.627916696246863,inf,3.686242297928096,3.4169727021655047,3.644523986594989,3.6889743877274155,3.643562952714815,3.4183319784130455,3.6768624392375355,inf,3.471132583292722
reference_110,5.106836086579055,3.9472473127355436,3.6339272923433126,3.7779273196597485,3.694788537427558,3.506751258447668,3.3690715061113967,3.229991893462879,3.3100800862204642,3.17359828303742,3.4831646387174615,3.678650423740872,3.9488481626277796,3.5961811493536615,3.0178010045780277,inf,3.2525660346788285,3.2888405439983375,3.6913259243656493,3.6696185709495595,3.660731077458009,3.5525044466078954,3.1637335863214204,inf,3.5697457429387196
reference_111,5.055939713287353,3.85595768991065,3.4935800842046443,3.653770468601227,3.842685157820437,3.33183596533522,3.2740320106626455,3.5136372708435055,3.23087240703342,3.491308999469519,3.632005841624193,3.7640304471903265,3.7909444315979006,3.4383501076309684,3.438049957567477,inf,3.5519028600311278,3.2982349906172117,3.570927818477191,3.613144859157555,3.5584048892601867,3.382995464192979,3.4544414990428094,inf,3.4399385250530727
reference_112,5.1756591796875,4.0371642237585785,3.7530483367250786,3.918407465519905,4.068304843462261,3.615217724285245,3.599160360100795,3.6961827701110836,3.642334060875126,3.7160052703197004,3.8912173548981825,3.9500883571130503,4.070339194482423,3.6395622278004884,3.514842102542162,inf,3.7837833895568846,3.5769557516158073,3.814882497934502,3.8002759851089003,3.7146273940302494,3.8064280001210915,3.7463895911341907,inf,3.7922039166944503
reference_113,4.934206838579177,3.656526393396258,3.270958126312511,3.699145029772758,3.7286711745910774,3.251205522116482,3.3015030938942633,3.486521671528816,3.1715852972322853,3.558515812397003,3.5360482179655706,3.729812618653115,3.743380232837677,3.123673219241619,3.378271466647625,inf,3.543507589859962,3.1276054225087724,3.5890002751823777,3.6555181272863773,3.553291562429096,3.447293575666496,3.5902183291912078,inf,3.189206687590671
reference_114,5.025540132821999,3.903586466361274,3.526637064585649,3.647630191179628,3.7897699321585563,3.4569752238742764,3.33176698204822,3.56041980158559,3.3036612713456384,3.501600574933523,3.541944832448918,3.813943042633114,3.7317894746530267,3.457416630256699,3.5331279933917092,inf,3.6298030738667206,3.3137658558236898,3.560057865477714,3.630100599955098,3.410582934658656,3.2336344271337305,3.485150659310024,inf,3.1074488054836684
reference_115,4.9403829677351085,3.795755820836806,3.3849396212308114,3.52914039860739,3.596522359592573,3.1458407065440577,3.136662259395296,3.3888492997348787,2.701643116021261,3.3815214996854284,3.431352662773205,3.6887660534964986,3.5983966392785125,3.4621241143331876,3.2964179808067757,inf,3.3587799113023604,3.075418832337761,3.408132029425772,3.4531997112721387,3.413873333298848,3.3265793554987093,3.3998174775688876,inf,3.1423434982151806
reference_116,5.010949496805668,3.7461403800957203,3.476325679247515,3.618633622441292,3.799828707300534,3.3292830204822423,3.1899438896016306,3.4681610223882795,3.2212618737793246,3.430213029819727,3.5224816997149557,3.7691199140845044,3.77199513078754,3.4396429816846847,3.3550391042121412,inf,3.582750767059028,3.1865242994816136,3.2662225515177696,3.4631861928258396,3.355335609101025,3.379120036175368,3.4055369516551495,inf,3.490042628956676
reference_117,4.92558382616043,3.7583311952220204,3.3468141660525275,3.4814058798457386,3.692355757682272,3.157285439096391,3.104252424739734,3.3668104497710463,3.0709136321485526,3.36065356478709,3.3811794723847717,3.6793297504937104,3.661326528260887,3.3064649813613296,3.310861084289921,inf,3.420542370413661,3.0362153496340714,3.423593345796865,3.4201703951751283,3.3506054672759427,3.1363779418752475,3.3794468749499322,inf,2.891531585498
reference_118,5.077668261502016,3.9226250970974883,3.138544546170493,3.503608651556668,3.7319291746074685,3.19371457162928,3.197387694805497,3.5273753265280763,3.0556565832201747,3.4979198379704943,3.5064305486962315,3.8319738917893473,3.703321394877635,3.0854044411531927,3.4386413634971746,inf,3.5250969089162565,3.131571672897167,3.543384697233873,3.557982897638244,3.543085290152586,3.3386898292806797,3.476836090101599,inf,2.715169784021128
reference_119,5.004105637710571,3.741596005354476,3.5094991248429976,3.6918182305818084,3.74800941366864,3.3436843011989232,3.311335250551211,3.5359774106540676,3.1676712357269086,3.5008069073438643,3.568766768764536,3.71046018844549,3.8288834599342345,3.4642644423010824,3.470556048945427,inf,3.533202603567123,3.238794113058842,3.5798491053183876,3.6212118711510457,3.447466995650828,3.4596831983788046,3.5473008376479145,inf,3.523029388495446
reference_120,5.152549772694176,4.0354806129204,3.5919443732109833,3.5499946548598116,3.913252120325536,3.4468797742873702,3.294406254892914,3.6540255489827755,3.3442258787684636,3.6230467409991816,3.5791948347839324,3.8888062118890816,3.9132008546318486,3.5386069336712325,3.5557855504408074,inf,3.6824066454969833,2.9549705252674805,3.6172878808664883,3.6909231072522264,3.65333601842683,3.4157595610006504,3.606818781499472,inf,3.5947523786770335
reference_121,4.993096408214558,3.919759174246472,3.2693322756484773,3.5789712037925248,3.7976548024141055,3.3347781044403044,3.11658244694272,3.5347009802595575,3.2855977833318137,3.4403472960948887,3.5830035050089917,3.7279445639540896,3.7538899159789265,3.388844019216227,3.553815456695617,inf,3.68965972542903,3.3428566489805314,3.5909659503914395,3.5105500183288294,3.5357722000429397,3.3288777882630285,3.3830061323493568,inf,3.0439050429099788
reference_122,4.978821819033138,3.799362554992678,3.4351948122980307,3.5576610166462825,3.692354851025132,3.2080610140043873,2.956194210905358,3.4918973340578474,2.669255343395533,3.5421698539148907,3.5299855907918474,3.826256787541101,3.333509812099496,3.3997168669256426,3.5129974915459057,inf,3.564060428205709,3.1523570503846,3.533124070795756,3.583416518820981,3.4668213638731036,3.3774781083194547,3.405271149917448,inf,3.0917166475417677
reference_123,4.953300498794825,3.8102301291113325,3.3958737994839003,3.518071979011948,3.7129510893165407,3.3674675369998046,3.034354607335723,3.360567551052959,2.9662596683132136,3.4103731228636627,3.5039159956162313,3.659161571893913,3.3952413785913005,3.3302760725895593,3.379378356665896,inf,3.5682612167985894,3.2847576562130434,3.5012076678763804,3.4900645667993686,3.456818273450086,3.1667374641656516,3.3071109915333836,inf,2.9889418502501526
reference_124,5.193436923170471,4.085235935484815,3.776350476463239,3.7748935579371814,4.092992216695789,3.6853168611625433,3.3846254061701186,3.869257458493173,3.2746577940710937,3.8302828108221294,3.8501327974987793,4.105775569562489,3.6343554949483394,3.7278354761400823,3.856702660310269,inf,4.006560947457969,3.6584294546867917,3.90558027892005,3.8991095936744817,3.840239910870869,3.7117504549645512,3.700336172454059,inf,3.2916127671888353
reference_125,5.06678028973503,3.9740564409275057,3.276737161384827,3.222911341689539,3.883660254438549,3.5314394347971563,3.341645090733974,3.639226716686368,3.2382440984157674,3.528374833675563,3.682747894338476,3.839590164386009,3.736912143561602,3.0992223400391934,3.666852094839287,inf,3.7223086205281373,3.4241052544124653,3.684272705836021,3.6523996206983838,3.5815759058906123,3.4320349397527363,3.0641716889674067,inf,2.8661484698259834
reference_126,4.936252922920465,3.8074071868547823,3.450521155328855,3.525099420951566,3.7648707152064103,3.280217703778848,3.092836298667522,3.501966488948812,3.148308868706327,3.4446254184423744,3.45967091536473,3.69415553661366,3.691981326264962,3.4069342611905515,3.5096428850584545,inf,3.53204755029619,2.8903805482142224,3.4802351489576475,3.516834471185777,3.3822553511764952,3.2119867395500408,3.455507821624873,inf,3.3188485386318263
reference_127,5.1633949002363675,3.897307957377434,3.6260776854774925,3.6553404835777283,3.506290877209687,3.550608275588036,3.2942219441277887,3.7260413133117556,3.1204024854855046,3.7031143582024577,3.6874210298135104,3.9754249565462674,3.5314289365256433,3.50654774798584,3.7008074269220232,inf,3.776214891060471,3.4426109041531667,3.8192931466672477,3.743451871879783,3.6170914138795314,3.3644099855487233,3.5793742921156886,inf,3.152888148830271
reference_128,4.831475618579557,3.5849597753164493,3.4214651385689216,3.5357995620227753,3.125783837512222,3.1901446411357206,3.1200148950646303,3.3214993030119975,3.1001070181481065,3.424697073407553,3.3510193829289547,3.660614571978001,3.659231849807577,3.3921696885962453,3.274459016462575,inf,3.3495948117186627,3.0271009365156005,3.3546865185293875,3.435265460259543,3.3527147108428212,3.1345458274427376,3.4205799676541284,inf,3.2554984750567955
reference_129,4.46574345724576,3.5205702048383736,3.5280778972183353,3.6528141390688518,3.6991238622724927,3.4504030216239863,3.386283962313387,3.39925603737182,3.3339970583627507,3.6356733194351696,3.5621698414651903,3.7371751756090728,3.7038682396611993,3.5623220780997005,3.522675660807695,inf,3.5404896635019156,3.3495067267193472,3.4948698110336127,3.630126054845138,3.5030079062626913,3.42922307784642,3.625010789481421,inf,3.521785814821503
reference_130,4.93991524389976,3.740971943913862,3.1795313264199025,3.5590753716691066,3.44095992538283,3.2909794252601055,3.168469067188102,3.3804634320690807,3.232636585139868,3.459747012882208,3.441330737878502,3.6494709307607236,3.699022395401842,3.1342372576431687,3.3164283997662434,inf,3.507901364910616,3.182621152284973,3.5092621806038253,3.495064000539865,3.447475546590087,3.1402538023585906,3.448054904337977,inf,3.0502048609648944
reference_131,5.001096883493901,3.7547964683675765,3.453011263636546,3.572160645733595,3.7513681417521245,3.382155384546697,3.2701481766891405,3.5056339107449053,3.1501821669344845,3.4187589692150953,3.539667343077153,3.782349919121089,3.7280571368328577,3.3788807305486497,3.3816393061061616,inf,3.5118632471402287,3.0680622013404224,3.5628745518310967,3.5200837762408876,3.4956248316591387,3.3631317852409977,3.454623516307056,inf,3.4861144319358353
reference_132,5.024977023608208,3.8466918493659494,3.5658079630276385,3.6720430348868964,3.741696925288079,3.1097433880877494,3.2337944195701906,3.534671750122547,3.164472075868215,3.550027316496849,3.5047394762937274,3.8104701694257583,3.577534237999821,3.493936636266351,3.4095108359487054,inf,3.5377357371804714,2.9187539090360315,3.39013175451552,3.5192536457257666,3.373944522552338,3.4311762769374656,3.5515321607214214,inf,3.467316751916862
reference_133,4.782547175013289,3.6601818815305434,3.1446503988482117,3.449044338948403,3.5916905287104393,3.216392508389028,3.047911506199486,3.324066944145624,3.005510346303944,3.3628176225144717,3.3870448974488623,3.6141764021559393,3.606205019624989,3.330497753723922,3.3239161265263184,inf,3.4002459395400484,2.973923249048406,3.3444056660703056,3.447509809771489,3.328715977326718,3.207588000852844,3.3593831909239125,inf,3.256377626818788
