ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19
reference_84,3.3221975446572305,3.6821666212229727,3.5342652832611083,3.5762427670480728,3.5124505652720153,3.479982491161081,3.532248678945827,3.175727029365631,2.814984388932967,inf,3.4666054387249403,3.377706781730461,3.6338688990780335,3.3554381077152318,3.439487179610015,3.5754955465332032,3.537635101264706,3.478974438507633,3.3200480664220806,3.5142419571121217
reference_85,3.8394176338827632,4.143978976480708,4.0588416781513965,3.8925952945995195,3.9115487947061762,3.829490435151786,4.056080951820406,3.7801182407831107,4.021769505472744,inf,3.8952999811868123,3.9286180214655464,3.994210145828903,3.8579073346663577,3.8929593124633275,4.143904625861661,3.8498286042795486,3.8041806692298388,3.8209302549436805,3.8596488102089364
reference_86,3.3361260497247645,3.677020900253944,3.5339968044253527,2.6543003974561192,3.445210046206475,3.054207022447807,3.5630265771629253,3.2590782599484176,3.5396882298078194,inf,3.097052908957721,3.4622498260942267,3.4844666150106174,3.3617408961260407,3.408439630259187,3.587700909825743,2.8191621208978277,3.127577666386558,2.9303976961526925,3.220358463389543
reference_87,3.2359521369669593,3.5803391693580138,3.373285115188742,3.3345350584757427,3.4872427871691785,3.3368895006683745,3.47710198498126,3.0965993137534755,3.420866683372322,inf,3.44731995458179,3.2881150509303807,3.427894118400608,3.2826283908250775,3.4178057831546833,3.4926405760964343,3.397257105950435,3.4024968320748914,3.2095224115621104,3.4618052269244193
reference_88,3.096645083485536,3.465534684063206,3.4468709984176034,2.976933455881514,2.8407821761246974,2.9756589467655896,3.143205434957588,3.007337424757622,3.4308428544879237,inf,3.10000644904059,3.2304635828084076,3.4040636358307146,3.2003501968432193,3.281952514311007,3.461552078977595,3.0875463541113,3.0923719718402514,2.8885878593705137,3.1543359090282594
reference_89,3.435125271381856,3.692777081918647,3.7733486444646465,2.986562160265032,3.221461233828574,3.1553271769881124,3.1692680893699277,3.3994606155779734,3.7555312372602665,inf,3.274354572508126,3.6197288976974695,3.6823199353406184,3.4568879297537563,3.641512466634059,3.650838947355335,2.9708316971230424,3.376437386421381,3.203053836202284,3.3262477234740966
reference_90,3.263118695182065,3.710129749492439,3.767963156605068,3.566694961119115,3.111850011109067,3.1050778582821708,3.206792052864802,3.3613089365808815,3.658104328548772,inf,3.1806103785526996,3.5422464392682036,3.5948361160808955,3.4418117450448715,2.938728949678757,3.594865113333145,3.16921251498438,3.362364890791753,3.4809910969364877,3.6508793824296477
reference_91,3.265767282274723,3.6335263814692498,3.523532961820841,3.4761590938912397,3.557800276162803,3.551841109404046,3.5612733803265093,3.2079907631824582,3.610469920054436,inf,3.533003100388596,3.4268153925583364,3.529182252869871,2.9571444956683997,3.5484888194933113,3.4317942937231063,3.526951143935402,3.527457197228595,2.837482043220043,3.6297093498649122
reference_92,3.218109725178323,3.7004977583123986,3.6352693740737814,3.502343825644592,3.4344367108413376,3.0546297187136333,3.5204386492943787,3.1914827014435616,3.5195271435398103,inf,3.068590976112474,3.341048457077839,3.5377371908514235,3.3707597204466793,3.09330924750146,3.609835305913769,3.0855082561695,3.2399664079065142,3.264830545709258,3.575686046639385
reference_93,3.4718207927564433,3.710848411417207,3.6443199201257386,3.5187091550031995,3.5410306770366935,3.5375271231097374,3.5259261032506566,3.4501770130330707,3.5801580856674686,inf,3.629158901634544,3.5937103672077333,3.5677233876843673,3.5172922792068655,3.5446339005718372,3.8071039272857026,3.5228199837029655,3.5475937923106393,3.476531857567159,3.7255111448728395
reference_94,3.2305046928977967,3.542528683487177,3.3448914930874705,3.427907229612732,3.3291428460448085,3.321375009224,3.2947744654597524,3.17313922229455,3.3863907463173866,inf,3.440491834798957,3.0472640256276007,3.413049943962317,3.2955084876315768,3.323251605448149,3.5849363708219526,3.291907473904381,3.389987686389339,3.2452713099838255,3.500593048251057
reference_95,3.1459668915065198,3.321191590665138,3.5749855028792306,2.92729067938142,3.1672546359813754,2.771594579685154,3.470787288804679,3.1623904582178692,3.4366455470369073,inf,3.0929356243144057,3.3654744239469077,3.443005323034288,3.319171354275754,3.3567538025219825,3.484768814249644,3.093642819553764,2.9121483073113836,2.9091920389234005,2.996965326193459
reference_96,3.4512448734834957,3.7057209132723705,3.878879115641222,3.860988496446147,3.2026735529958836,3.685942171248643,3.1483623697185408,3.489338162251962,3.951363646185624,inf,3.8445918923260067,3.6419588199707653,3.7379801433251907,3.6098674703702707,3.8024771436497296,3.638939266153238,3.7675095985379663,3.7979670427599626,3.6335250857196066,3.8397890944546074
reference_97,3.275869963851929,3.2218287473498584,3.7795394659547212,3.646769767922592,3.2603770674866737,3.2126713594719503,3.1211301403778315,3.3605145778374266,3.6905042116990088,inf,3.581058662373593,3.4586630511283873,3.59396448703478,3.4730232962746963,3.691476433540528,3.5866353206658363,3.2783066131824072,3.5512732122820103,3.4968954034276485,3.2802886992079383
