ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20,citation_21,citation_22,citation_23,citation_24,citation_25,citation_26
reference_92,3.440665822028082,3.561169251768048,3.312594490104484,4.381037783159924,3.1497390584930423,3.328832767745519,3.307610970264879,2.9912253266463744,inf,3.8373214405216474,3.301103052613753,3.2544300371355552,3.5967885861768725,3.6506849218821715,3.5562268966109354,3.612395728596222,3.913680022064888,3.0373711453867536,3.4616166219331848,2.7459295101704604,3.423189265293789,inf,3.514683135150612,3.6328199435187503,2.8303407067346122,3.4498298768747713,3.7506975849941258
reference_93,3.6853338530259196,3.6403518926886274,3.534635162257476,4.185140828607139,3.333442667384293,3.4727280642648255,3.390296173830105,3.3068578381170743,inf,3.7387186088901236,3.5419041152485375,3.5397792815081965,3.6999313827740643,3.8007319741803385,3.6633683122477447,3.718906592259824,3.7472759001401457,3.4024809780450767,3.4977975664649605,2.973216801816628,3.443500337422392,inf,3.6220995379146994,3.8205537371173595,3.3522836325423926,3.7297676089744383,3.6452174725322357
reference_94,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_95,3.8275159834220105,3.985487391944845,3.5971046278960745,4.742782117322159,3.5593490188634873,3.8563206625698565,3.7298562837902827,3.653103432469969,inf,4.259969933405815,3.7616149086785793,3.775656011595214,4.037540090487671,4.038594438046417,3.942368823331836,4.124091667504873,4.28093162621224,3.6911016414289244,3.866164654831968,3.2794698583602906,3.7790185980488777,inf,3.922330537957048,4.131667823549329,3.766182170726216,3.9881364494222598,4.18124001910286
reference_96,3.6791867602516017,3.5923576155552626,3.4360404659668453,4.305701016654644,3.289714979686371,3.3820196251566665,3.3921522585363872,3.1172318902272647,inf,3.788740184447992,3.4988892887840524,3.326630478703018,3.6950799104015055,3.692537923839552,3.5877119812662364,3.6554120724582457,3.8321203991418455,3.212056553900616,3.1750449044636824,2.945191091771326,3.4436144672999465,inf,3.553595728264601,3.743953043362849,2.7657347807029846,3.5251141467351528,3.722967839463474
reference_97,3.4938925189333854,3.530186167013522,3.228702142087753,4.277950530065614,3.1296457107763813,3.257847347484554,3.2897325533114485,2.9776235272958678,inf,3.7402946802486725,3.3580000617952646,3.0288399063915326,3.676787614743908,3.5601758858108985,3.468998852982967,3.6381907265021844,3.8235491349510506,3.103333599606932,3.175193540234841,2.7614713215131026,3.3154826769051495,inf,3.379749568132766,3.7137209976617123,2.8922570302967623,3.4022884179754964,3.724072440962748
reference_98,3.406017482213828,3.675466416421987,3.3437660811849255,4.458810713348756,3.1437276519091397,3.3851954290942166,3.1898571564546274,3.197870094392348,inf,3.9123223257227813,3.339283030138062,3.2882510637153626,3.7758965135894593,3.559428944332939,3.6365766774553197,3.7932529951766725,3.981181125716579,3.2836988312840187,3.141745328093301,2.8511460870572223,3.3420187543178295,inf,2.949118896521247,3.8674783429657222,3.3339120877023185,3.58838944999255,3.8467450116514796
reference_99,3.628870974384338,3.776819202329676,3.338888434513143,4.588550199250537,3.2151156107488457,3.6017999429866787,3.2678869442417975,3.48441881453513,inf,4.030428598346333,3.4255291606837392,3.5627695946356304,3.9434936552431497,3.8341237363520686,3.697129833237167,3.889131125735406,4.10948057725574,3.3974903132418603,3.6303168380748128,2.9594182108680807,3.661129926829104,inf,3.6588829865229378,4.013133887283516,3.5227360219820922,3.776577718769456,4.012140828134242
reference_100,3.7928415655857464,3.7136030193608707,3.5877989100641203,4.334933461058236,3.4462394011207134,3.5546496308135644,3.5900524032073737,3.2716347437475464,inf,3.8800445863679713,3.641143294845298,3.4601933614858242,3.76817440925327,3.812118413470259,3.7191252297298796,3.803836118430306,3.9118890580535135,3.282837494614858,3.677481588998535,3.1261185371060867,3.6460877287542663,inf,3.831376256723791,3.824634213776246,2.8851533905290943,3.636049378844302,3.798015284477379
reference_101,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_102,3.5321693717019373,3.8072194463469136,3.3470204435195883,4.479994935378432,3.2394602757468225,3.6059810236915943,3.445643739842508,3.346328479323432,inf,3.984434901635971,3.476271032737765,3.4553522780039034,3.8613362448304884,3.8181975886555626,3.760184016845216,3.925044700463401,3.9969990729069047,3.3695238647828853,3.6344041644825746,2.9111106616377826,3.6347173973992466,inf,3.551988804143608,3.8926938669787905,3.4455058383709263,3.792742972057633,3.8566936377733945
reference_103,3.51947947747039,3.6242057429515357,3.3850224510811655,4.390146879958093,3.182289656471503,3.440741339880973,3.3279907405928917,3.073688138711189,inf,3.882856566125138,3.462862720841723,3.4486650926421154,3.7261607263486205,3.697136680779114,3.6199236127514625,3.7454540230076865,3.917632299084177,3.292705353909093,3.2383730559061803,2.8399760798366667,3.4509944408392608,inf,3.36374889334023,3.844398236072782,3.3462969746401776,3.601441548208344,3.8067291967328787
reference_104,3.4706155143666417,3.7496143197286678,3.3823662794926816,4.600636512506867,3.126838627814447,3.5696072408793524,3.357609613762563,3.4857025480404915,inf,4.032321571743842,3.389364478785388,3.5261676638187094,3.853219586772814,3.824159790743228,3.737707852827649,3.8724044628131784,4.10891280448411,3.388456258026225,3.494364901410327,2.957887751610135,3.5471745146738014,inf,3.4348531341270765,3.9131829964620586,3.535456208907661,3.7628853259375235,3.99433081160908
reference_105,3.556400670749501,3.589473022601537,3.458618726270058,4.3554334466494815,3.046444897941314,3.3942043618266884,3.0837981321616024,3.2445000923464207,inf,3.8162018606951427,3.4892291562948454,3.3594303621697605,3.724907437272944,3.705961846308944,3.6331759663975145,3.72400230387838,3.859943440866609,3.174166954179978,3.077759725363263,2.9517734964531135,3.330101622510236,inf,3.4577990178178855,3.831966448663977,3.250083277790163,3.622247713655889,3.7659970687191655
reference_106,3.6248354909516505,3.632873974569514,3.399601767313619,4.38581870583868,3.180664897513294,3.431227196458101,3.3379029161525193,3.178877188710365,inf,3.8643404351843302,3.495267873011135,3.5113637940687306,3.7378901415940287,3.7433362420588585,3.65149234068994,3.7336858745687738,3.873709444372304,3.1151664088235873,3.2227686772689625,2.925707034688443,3.466813360885739,inf,3.1316793214731815,3.4830078374456166,3.4058321798353712,3.643288042659777,3.8981400029616355
reference_107,3.48081628265072,3.6871370045336493,3.343927174425891,4.440897292528351,3.1557188882854064,3.3701139901994908,3.4022405803408344,3.122904578565638,inf,3.8871272970551645,3.3628213967074845,3.085348913917807,3.755276521445202,3.7093569601496457,3.644450965572652,3.7745715941441733,3.9649937087577762,3.0693444702037316,3.5111084700716164,2.836515797547581,3.452064771135769,inf,3.5799716077750685,3.7346910365099606,2.6572427687112183,3.5123650395088553,3.8579584082378413
reference_108,3.4092876542932182,3.4233402179777337,3.2186358435715166,4.142347379222674,2.9675560505576404,3.218191351113941,3.0602921396518856,3.0052225153950403,inf,3.643977009628699,3.1043951855835497,3.288858291679202,3.4729166131873876,3.5067236571709732,3.2061341431940416,3.3231017490368497,3.6755721631012555,3.098431935562841,3.0274555508100542,2.521555681792621,3.271199819331813,inf,2.9610168392435576,3.591075138859156,2.6956212915030786,3.3851727517624144,3.4853888579799444
reference_109,3.4870932462706423,3.691166866282571,3.328195462956886,4.460582678452962,2.9934639037699635,3.474706787482934,3.283039518854422,3.162811880877002,inf,3.888773394877088,3.3090874237034726,3.45413767456362,3.8211350753300333,3.741114007302111,3.7211560758855082,3.7679143189591993,3.968740483842516,3.2155996064842896,3.5019794980408143,2.719837109812003,3.320429369599023,inf,3.5205661718181047,3.865635323547506,3.417392254665177,3.635204866549695,3.8503083392524577
reference_110,3.6465920324844414,3.855208247529018,3.4204978618166098,4.601589343079924,3.247776513423276,3.667604630565673,3.56173703082673,3.6137945435507537,inf,4.119036571586691,3.4201874364648552,3.537218123106018,3.983050684961271,3.952464424995489,3.8304457735897457,3.9396489316486654,4.140323798761113,3.4704529336941423,3.744396437550846,2.9861188724921943,3.630236516184032,inf,3.7570665875864027,4.0575273344800475,3.5574907525848394,3.773400270096418,4.10271267798543
reference_111,3.6346484581299063,3.7487683193350003,3.317651096391185,4.53563072684598,3.216273788277149,3.2439083287895323,3.3491722014016254,3.4929408912287574,inf,4.001502091365151,3.1502622826152176,3.429258762310123,3.8480595239356044,3.755341205431423,3.2453192703725087,3.446422983953845,4.071490379181359,3.408197432042871,3.661466611013495,2.8234040182609554,3.600366985469699,inf,3.67025581604135,3.2819020761006836,3.3347728902982343,3.3939197793510663,3.9029165531988146
reference_112,3.7527269020715064,3.5203599662040035,3.5310735595373073,3.9356681526564405,3.35391578089484,3.496636356541256,3.5023543576886644,3.249173880709974,inf,3.5450910498853347,3.5445674388562822,3.5358495094668045,3.5722596422694712,3.712163953109777,3.578018679221555,3.6343265875622195,3.619629508775351,3.2324166580640643,3.5634184384109937,2.8699975037004695,3.5089064230730354,inf,3.7341389147976334,3.7583976352543425,3.1750196127236716,3.5675849096807104,3.422920196633213
reference_113,3.4441046426738926,3.518775932445355,3.303200841456964,4.001735191380978,2.9357862252254963,3.4009503185324372,3.2780424328658113,3.0910646179661554,inf,3.5353034586535457,3.2244327337890533,3.3865672620959546,3.591864290898323,3.601020348658752,3.5725377300538375,3.6225951476139913,3.651469122497989,3.1293284848223295,3.4313330713065557,2.3855233192443848,3.412154208586812,inf,3.46224350812912,3.653756482427659,3.235088860568357,3.4986163670156927,3.3207302057480814
reference_114,3.4485609309718415,3.5386484278212245,3.2882373269578338,4.036901066383123,2.941437703026152,3.4162326176895204,3.2769764634839493,3.130005183994976,inf,3.5750952105630707,3.231479669879995,3.3958248823631747,3.6072165029954912,3.626152220228462,3.5968227451369077,3.6575644032659813,3.671568698461689,3.1155679046965163,3.4371744746627657,2.416480541229248,3.436586323248148,inf,3.427081781662524,3.668144481758905,3.2592359768955457,3.5187111158021125,3.352171211426258
reference_115,3.4441046426738926,3.518775932445355,3.303200841456964,4.001735191380978,2.9357862252254963,3.4009503185324372,3.2780424328658113,3.0910646179661554,inf,3.5353034586535457,3.2244327337890533,3.3865672620959546,3.591864290898323,3.601020348658752,3.5725377300538375,3.6225951476139913,3.651469122497989,3.1293284848223295,3.4313330713065557,2.3855233192443848,3.412154208586812,inf,3.46224350812912,3.653756482427659,3.235088860568357,3.4986163670156927,3.3207302057480814
reference_116,3.4485609309718415,3.5386484278212245,3.2882373269578338,4.036901066383123,2.941437703026152,3.4162326176895204,3.2769764634839493,3.130005183994976,inf,3.5750952105630707,3.231479669879995,3.3958248823631747,3.6072165029954912,3.626152220228462,3.5968227451369077,3.6575644032659813,3.671568698461689,3.1155679046965163,3.4371744746627657,2.416480541229248,3.436586323248148,inf,3.427081781662524,3.668144481758905,3.2592359768955457,3.5187111158021125,3.352171211426258
reference_117,3.44609174741173,3.522402763546197,3.317979416506043,4.032167593330383,2.9017540467877385,3.412436662246704,3.2794200740098898,3.151607689581331,inf,3.554269917248542,3.230356359144891,3.406575841299855,3.6326944285461424,3.618711613142853,3.595863552763169,3.643403690888086,3.6703913911588937,3.1448029065575556,3.4272830303804516,2.4016945362091064,3.4160876381111147,inf,3.4536314887928365,3.667239021696102,3.252812150210607,3.49531420870494,3.357317571258545
