ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12
reference_112,4.0279393938120265,3.818161126081299,3.9653637760092586,4.173808886532107,3.6687263265455234,3.637709304270344,3.7102227292589425,3.6992783405927003,3.944331930014128,3.8845559558683487,3.7382307206547685,3.490725533007918,3.4582201887931863
reference_113,4.288584878851734,3.9332269828748703,4.218865805185318,4.273626171408732,3.9227703218934296,3.8730941094076643,3.9500724965801237,3.897761843327192,4.174841610966095,3.9728442359202782,3.941463426260948,3.6996415708553965,3.6800110587701798
reference_114,4.196596879426622,4.054119759266009,3.2667500106918315,4.2856307364258495,3.4232316340826876,3.906398204518388,3.6746264285123678,3.4279552680601433,4.198821353251741,4.142186809573633,4.015358338947861,3.806455145041689,3.624443244585628
reference_115,3.800956396092554,3.5502675620799655,3.508729653653605,3.867857279678769,3.1556533887720484,3.4102112507062405,3.2565778266612497,3.327404020431313,3.66809083878941,3.6762258404108663,3.4850712409619775,3.147817971202559,3.1447448163107
reference_116,3.9440625026669043,3.6223821183472804,3.8410563216970157,4.074917391794666,3.547004935146409,3.420163719939791,3.5725518592176257,3.4468981937661956,3.718471395226709,3.724415568602865,3.5076939192722643,3.236194381076217,3.2870264595598315
reference_117,4.060865577070045,3.947905567160416,4.1491630704397915,4.224595508774604,3.7078074742987317,3.760437579375836,3.788428979602862,3.688279302600993,4.035486536326454,3.9771359257036125,3.8195262403206827,3.478664351292854,3.446319473124361
reference_118,3.9638939969186575,3.6811468839966888,3.4614518658552615,4.10189824807561,3.3765333845348593,3.5560885147986796,3.342528981109808,3.2799525330391672,3.8984934205890287,3.804986027674552,3.6926713543041774,3.2095312928331734,3.1844763798195714
reference_119,3.9919631740868624,3.8110289968729973,3.985008256071568,4.179856622658526,3.594173868831225,3.6192728066060673,3.664384340927888,3.571890761110273,3.86808511247914,3.738984296044056,3.674926751405716,3.374490632309918,3.377448539977169
reference_120,4.004972476908416,3.802300276077408,3.990436579299016,3.9693811737855316,3.5965887969424073,3.6719762104896363,3.6666563168380004,3.6958849018335926,3.909057277926849,3.9264800572032583,3.751951999780677,3.410787946422366,3.4161881188965575
reference_121,4.1728176350303645,4.028833772280794,3.6967778326255645,4.265771797110653,3.8203713068862006,3.7942989839388552,3.879083849884937,3.818064308496028,4.159733640283372,4.096170056467145,3.9574948575681987,3.6343214130921013,3.6534000885016553
reference_122,4.0263113880274,3.86889994942833,4.1493860277705705,4.196533097467149,3.6467506213099057,3.6593571115234806,3.3259287637988018,3.433735607778085,3.942119955601422,3.8407097274397093,3.697933830038349,3.376731095983726,3.462749518296588
