ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12
reference_123,4.240455084987832,3.9707129754524946,3.8470761464085217,4.360070262523789,3.8426435155826666,3.8325626716613432,3.503026366880191,3.522917414570207,4.1075988390133436,4.085092063399096,3.9069077555602787,3.751781324063159,3.7213690731735105
reference_124,4.197474360623705,3.9384231190554138,4.266311336625232,3.997245120077619,3.6922930860804217,3.8059542994516087,3.887611491375437,3.9292537610985887,4.086631475530016,4.012311159308058,3.970198696334917,3.618692959101639,3.6418841523980863
reference_125,4.086859667724389,3.8517438144013645,3.609359701558854,4.10298073426164,3.411127442679639,3.5538017413519727,3.0740333810641074,2.957071517491894,3.99308226385507,3.9676478195926266,3.7983394534806263,3.5397509419863398,3.5241334292255826
reference_126,3.8631463332805236,3.652109122430749,3.971416851621045,4.023302222609115,3.508538501150714,3.530440365317438,3.219598451918225,3.1027193314617842,3.8132969546617432,3.81806688822415,3.6237734818697676,3.3812623080757027,3.386557456734552
reference_127,3.842200055456671,3.6137533231998784,3.559805828131959,4.0099228227422685,3.482859114771716,3.507654753463719,3.576664074744612,3.2880808180825047,3.7762250149762995,3.7616694241027324,3.580037468368698,3.3527836338115518,3.346195334426589
reference_128,3.991066942529453,3.6257888188929557,4.050058175656796,3.928470951628138,3.67810747751526,3.5954470983370577,3.6983553780534275,3.6898990057058265,3.869669748552919,3.6632784405968644,3.6870967427396772,3.507512768228587,3.382463578051805
reference_129,3.9780814625197816,3.830638100096762,3.683749505964696,4.114336626507776,3.616267020603553,3.6362561024842504,3.6968228985633256,3.60803382892682,3.944018874473381,3.8802260266985433,3.7481507405373455,3.3225831730383115,3.3982623451889156
reference_130,3.9796053025776277,3.718859523062611,3.304767955504704,4.133543354220527,3.5992868729116925,3.593807176278997,3.6884883409772167,3.614088566600396,3.9275193610009036,3.8130370838732905,3.7243979126490356,3.447162307461616,3.406156599759221
reference_131,3.989647901994212,3.812104724880409,3.4359527119587066,4.032097070509187,3.1953696778324368,3.263961464295189,3.0952592904826646,3.251457929400941,3.91959267675342,3.908361167252223,3.7282334761113525,3.43499452173163,3.392075360234714
reference_132,3.944257864412248,3.72664829816735,3.964014541036487,3.7265148857755848,3.602282411740488,3.5402802224824184,3.666265597175747,3.5980550807280256,3.803805878913204,3.831562646149492,3.623722087595801,3.335290738801717,3.059112186159451
reference_133,3.888036848979819,3.622749440026322,3.823664063331109,3.9133142348940524,3.458642067513683,3.4119906280693075,3.386764204715109,3.5251040745947715,3.709916448666815,3.712140852887431,3.4930953190723537,3.074539936404227,3.1618524012594085
reference_134,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_135,3.927077875514591,3.708165010978523,3.9540168678645977,3.9474506669524416,3.2961248368570226,3.5341276190154245,3.5470259853633768,3.1904729240226386,3.904282101151646,3.8466622163189106,3.7135116168983,3.252036748641906,3.344215202392708
reference_136,3.886653357272879,3.629631964988167,3.9679683752679797,3.9522860842780614,3.4936647433357226,3.506213231215878,3.6140297829919925,3.361631099047017,3.8368463428253325,3.7735238231506387,3.5828680797541153,3.315232156738599,3.3558269964021132
reference_137,4.085810594723578,3.9326795195902347,4.147842858040523,4.207225589082416,3.4716894810375765,3.7885371226837914,3.789106093625832,3.7961836163219287,4.130826222341422,4.039851077786755,3.9047546658673284,3.6038577399718634,3.5854703065853597
reference_138,3.7858581789495567,3.548838877364874,3.938698860059738,4.005339154192992,3.6105031685702413,3.583772888180688,3.6848334437870984,3.6358639855898742,3.81379066183817,3.7201650181836254,3.6067765052515273,3.4460605666293147,3.3623645696775912
reference_139,3.9975084562518437,3.8825828181318283,4.023319555432034,4.107056967331311,3.5772212574881124,3.6692454773973524,3.648926845543385,3.3674660357881794,4.013830335270319,3.9820668616430352,3.8166419215678453,3.375625100853145,3.4112362461138726
reference_140,3.897416117944863,3.6793507327080373,3.7917324623236586,4.0196468774819785,3.5285098253740212,3.5095403969295282,3.551849637071977,3.514233258624495,3.879609911741344,3.859000530714622,3.688707847163809,3.2009018538118332,3.3278380646662966
reference_141,3.94688510212592,3.736933561940695,3.9708826695396375,3.9930413490808996,3.5331156949645095,3.423031173431149,3.4724917756116342,3.311907415587778,3.84589194615908,3.797520930048149,3.6485768380248604,3.0782062715894827,3.2897876566073636
reference_142,4.055274059103179,3.8276063220705447,3.506464457008715,4.204862263206698,3.3052605616981285,3.663078313887542,3.3931506948787935,3.38590111420505,3.9298639228804753,3.9208325383202607,3.7310301897221683,3.3655878865729374,3.4797748950932657
reference_143,4.121812098940328,3.71510030537653,3.6366423585196497,4.158538352488275,3.693202726300129,3.6259949284815765,3.327985727072238,3.462292776335929,3.962026420489406,3.9532751209991437,3.7392836694025045,3.3704925831917163,3.378915825004149
reference_144,4.197228387678532,3.9985757571922305,3.9125205527744296,4.2865992807021,3.8080987266755866,3.8106710632390777,3.894438193189574,3.551022659721796,4.126581724491931,4.119758943640577,3.9511579874128104,3.634982274568055,3.683729089020252
reference_145,3.833931691727106,3.6005756544490573,3.4788274348801407,4.015709378741312,3.430281962239956,3.5017537834379633,3.5621469007305597,3.4837580006164695,3.817453672669508,3.789029151098192,3.6194509974929394,3.3091356662574003,3.2728376388730345
reference_146,4.051524183201717,3.7844587252594875,3.5412578166467603,4.164750047525543,3.1406407618565266,3.6636147440200717,3.461521704037582,3.397788098134115,3.9617032500523144,3.9455754549143105,3.763365841045734,3.2311865589416398,3.3599993934878767
reference_147,3.919772272555159,3.588420044603834,3.9304503025188113,3.936588709137799,3.4938267764340205,3.4736795132673763,3.657483517403265,3.3971698638079957,3.747198568323166,3.767188748198201,3.5672907414167634,3.244356177868644,3.2621183753814225
reference_148,3.800648651620119,3.637268391397689,3.992753807822698,3.971384697829608,3.5773094228053663,3.619647383905281,3.7118490726117375,3.7475589595950582,3.7035518615370537,3.8230033891928485,3.5191720745133535,3.569017308026029,3.3657730188691133
reference_149,4.005611259218562,3.7945592665274823,3.9931901928268925,3.973534155726368,3.589016953684157,3.5521265509060544,3.4641820711061437,3.4699343425632745,3.833684112339929,3.8417928586806465,3.6682498170816293,3.4019889750325674,3.4432582959300175
reference_150,4.315846973516109,4.124343602093696,4.182295078784466,4.214441572848918,3.9308159911227456,3.8891306630319105,4.031539940733672,3.9677465440620012,3.9938813692849426,4.054890212904792,3.854599902514815,3.7310872661456185,3.744031487552643
reference_151,3.9972395797701115,3.7914529087301254,3.9923378712966917,4.005765213555391,3.5777802248007746,3.587477932048941,3.6903514128412245,3.416339543397341,3.9654003963520803,3.915829404747996,3.756389414874673,3.4051648172666327,3.4809232270591495
reference_152,4.0489204093503846,3.98798627586174,4.1941507517071726,4.266365606132883,3.584953628903939,3.760363730608872,3.901666137683773,3.7551133601256863,4.130300479670521,4.045528354770349,3.9198708882369035,3.6236455982173053,3.6378896801739695
reference_153,4.030915615191631,3.7775777634914993,3.3338053482747436,4.158615428355421,3.3579928747481507,3.6367338500482167,3.6929276328084173,3.5648080720006012,3.925882627634239,3.9006388797817313,3.7249062122205197,3.4494399254585764,3.4909740190054537
reference_154,3.9213532611880306,3.660872899021199,3.9225888529491844,3.987824772442096,3.344868988515589,3.503541325422771,3.370759534358196,3.538374751199369,3.8068338454335375,3.7429003188881604,3.587751722285372,3.2426324739805996,3.1963528546882385
reference_155,3.940004726739741,3.663963869981351,3.9533113184035,3.914407469981727,3.3132939502945775,3.399255165946301,3.572765838933811,3.508450065188448,3.7755084521726965,3.7331065308214897,3.5508648037318546,3.1864686480040496,3.2779277203083494
reference_156,4.203916337492403,3.9274695103869433,3.246864026405862,4.253316272743173,3.19357500994653,3.6666369123554974,2.9382996534211854,2.635792366355394,4.047500577555821,3.952420212175344,3.828453376424132,3.5188798054460384,3.596224328519637
reference_157,4.061272695595523,3.8181143025167166,3.7297361476226345,4.173614228216261,3.0523303228088214,3.631989998386915,2.9747536179870533,2.9647914279585494,3.961162347516017,3.943160111887987,3.7956040674825724,3.42495002021347,3.445752739885968
reference_158,4.056663809569824,3.8811696199889454,4.0806020071674025,4.164865469754025,3.7144921194189733,3.69015707485419,3.77159794976054,3.4485741652420443,4.015271252913138,3.9834459092693204,3.8204426524047976,3.52724593002299,3.5010833171930207
reference_159,4.271192334565758,4.094180447046339,3.431956572083008,4.361232666222988,3.3791699460339055,3.926524855878456,3.438082896525121,2.9492205715094753,4.2281551561551245,4.203261876243453,4.012867161719441,3.753314721556293,3.7495725467459318
reference_160,4.045058006107817,3.7929821717495535,4.032009486694024,4.171415098368884,3.7168013041197168,3.707009125790377,3.751095335803425,3.7791319240822565,3.946136878040249,3.8735901932710233,3.734190927562963,3.529199666949009,3.5085747132540765
reference_161,4.231106572149391,3.998702979455566,4.1549984945899965,4.348840478646381,3.962391341939821,3.840699021913669,3.9500393945251466,3.9291923152174952,4.1057823057598615,4.015361733060107,3.9000669424018857,3.797815615278748,3.6394352490203854
reference_162,3.9914816116739273,3.7553540920123103,4.040917293294574,4.174017580010239,3.683545127075006,3.6670616644788363,3.719718979296493,3.6687626120096897,3.9338062921390184,3.845506485944212,3.701665434511495,3.477697964494536,3.409525812117052
reference_163,4.234529359768792,4.051906245132029,4.236095976281047,4.401945683900755,3.9163421428063767,3.9481246842271935,3.9925006254065645,3.945802844763544,4.179534588984099,4.028192381317342,3.957585192270577,3.746773204773527,3.686413961873978
reference_164,4.251891215785739,4.0773668998056065,4.279664101551051,4.428440547905105,4.021255154199494,3.989661727732312,4.043525546654076,4.044883302947183,4.213037713191321,4.045795194920238,4.029895111151024,3.864434491261777,3.7555932982491123
reference_165,4.280736531129773,4.013502060859108,4.264096612281132,4.403104497787251,3.9034804491776396,3.88985379331194,3.9885100987089634,3.91653712085664,4.169419894850652,4.06553604573326,3.9587849670040365,3.708080329416636,3.683718339434433
reference_166,3.8659889973475696,3.658560685214138,3.897849796079445,4.005209587803354,3.5834700115575666,3.54478954975763,3.6246307818902492,3.6265901996357885,3.7903537933245213,3.6400958773769476,3.5608338656224965,3.3006519797232854,3.331596561736202
reference_167,4.109129509549305,3.8089366351347795,4.085616659673428,4.234706443171027,3.787640625860673,3.6975510676754886,3.7617945762262397,3.6732992511036766,4.001647720083352,3.899132955872212,3.744938380501719,3.515645988398193,3.5026292171516604
reference_168,4.189567180448727,3.9949745504106398,3.4192152285097,4.317280626233493,3.3358252639975126,3.8834497630662352,3.3606306199843172,2.8630523346382915,4.175762609502767,4.106656774545557,3.9621854986031053,3.670871883900676,3.6057213577894807
reference_169,4.062597664879446,3.9074024744877045,3.2789012596492344,4.243025514341829,3.190248417209056,3.75910171506283,3.286407767587198,2.751177577311959,4.038758854958052,3.9721449497990364,3.8513986476921027,3.4237930933364824,3.4310545507801793
reference_170,4.105697534627708,3.822497119716591,3.746396341599684,4.232355311445102,3.4733046077110576,3.7053634034366394,3.2428755423857325,2.85025408763137,4.014847236753306,4.023719988427707,3.8352685068980974,3.2870986705728447,3.52342683384396
reference_171,4.050802229073965,3.757185944578962,3.979186704118454,4.1799251478965385,3.631275110180574,3.659994716941642,3.65106708684731,3.289042824955949,3.965176807147606,3.860194126378943,3.7597937238629906,3.4570982710514384,3.2549747967982703
reference_172,4.312925019609404,4.087092084412744,3.1980651709376295,4.40032915828451,3.565543239983124,3.970330673037008,3.690190026477987,3.5114306767220995,4.227007224630585,4.083251339851247,4.005717306221396,3.8372028841710177,3.7561616695593196
reference_173,4.172025248366343,3.4671389448977,3.721667817573738,4.188495425738642,3.540556388838449,3.312735855059362,3.246222702877235,3.0073800519141995,3.9555465005648034,3.989004874403532,3.7522013217873575,3.415649487902333,3.5178617213500503
reference_174,3.8742354821726925,3.635177789817096,3.7747582216587077,4.0090431835405544,3.502893272265849,3.4762717905073126,3.5621499034538266,3.4306975254777017,3.8038618675384486,3.7721300409321863,3.5715790854681737,3.1061837508222885,3.2167342824239737
reference_175,4.15935417315816,3.9351575854304013,3.6646133342802534,4.299708449612177,3.511974237788847,3.7242777120649704,3.384784878088012,3.3077771443482704,4.0154732970404945,4.014063327399236,3.8027176065387325,3.3841189886982064,3.5112560900613268
reference_176,4.053918739242726,3.74461230194412,3.562275934369574,4.1230187547593085,3.3538116670139715,3.6210782330522298,3.114312105609969,2.7932711465820304,3.8176574514476616,3.845794625881057,3.613552614510172,3.219016960818987,3.3523496412820264
reference_177,4.138322551472175,3.8861470203312996,3.448663025012362,4.274572778458952,3.3002580725276345,3.8055881867582753,3.5492818936455492,3.39729369739315,4.025341112759336,4.019308838171446,3.8550849130686524,3.563770537284139,3.5330753795270207
reference_178,4.252252402052076,4.078896391257856,4.277839038686734,4.421429232486634,4.021933463621328,3.999642569687869,4.042520505381976,4.041613124873305,4.213231360569918,4.040163417025328,4.028570776510426,3.8757024854761566,3.7508255712828444
reference_179,4.280736531129773,4.013502060859108,4.264096612281132,4.403104497787251,3.9034804491776396,3.88985379331194,3.9885100987089634,3.91653712085664,4.169419894850652,4.06553604573326,3.9587849670040365,3.708080329416636,3.683718339434433
reference_180,4.252727696773315,4.07343393755021,4.282332768366522,4.424951694307236,4.021278384506346,3.99525989740449,4.043247718804963,4.046668523091498,4.208101305428648,4.045391896247456,4.028790852542393,3.8602074382397413,3.7517315518889
reference_181,4.280736531129773,4.013502060859108,4.264096612281132,4.403104497787251,3.9034804491776396,3.88985379331194,3.9885100987089634,3.91653712085664,4.169419894850652,4.06553604573326,3.9587849670040365,3.708080329416636,3.683718339434433
reference_182,4.201693961405335,4.027630493741514,4.180282856908561,4.372412631884681,3.967529656523286,3.914638098122253,3.924456588518619,3.9645376015977303,4.126046626547923,4.055264846976395,3.9085699830300813,3.7481587746501335,3.658596674556971
reference_183,4.020440430114461,3.802194813101331,4.058172810818219,4.194991770753091,3.704805722561761,3.6805619499977884,3.7374877607633463,3.6968283937908883,3.964392752719004,3.86559810384625,3.7269468295939454,3.480376623401263,3.471488290542856
reference_184,4.198724143728996,3.958111825476402,3.252115608645976,4.2591585138131505,3.357169089271681,3.7741239196702163,3.3226316657444763,2.6573901949379595,4.076975104288082,4.0628242256852145,3.882996085795099,3.567491656266754,3.58328175094706
reference_185,4.171713831777939,3.92587615741629,3.4317827335382285,4.2058995101707515,3.3181257017867307,3.6781819754174223,3.192708975368315,2.673008889683837,3.9657623225108622,3.943840230473664,3.7308885792857427,3.442730576087258,3.5603047513571835
reference_186,3.6517629817840995,3.354753741386736,3.356871549631828,3.699658252199602,3.18232373283436,3.18040709742693,3.341853315833212,3.74821381145349,3.1904060923260786,3.4645590966872217,2.9838228584355835,3.410311281187254,3.091226203901581
reference_187,4.090513221112252,3.7833084585548193,3.9103243735521,4.149897182703801,3.672802276757278,3.661623045805585,3.4814238525440837,3.479838058318481,3.9900200956605776,3.9193941035424706,3.784169705738066,3.5407454903825557,3.5106850292619907
reference_188,4.082976818345313,3.7415158047437815,4.062732394549378,4.180299651989255,3.789905512346378,3.652685985638281,3.7269425665377813,3.8458904199782467,3.8978384134342323,3.786635016861056,3.7131427931451864,3.630373325241923,3.438985070710269
