ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20,citation_21
reference_26,3.6623804319390207,3.510906014759722,3.5088615599304376,2.5046271128138065,3.1028244999186465,3.2464566385803044,2.98087659952097,3.1886291127306223,2.967402488421715,2.9160942045725604,3.4362969188690187,2.6992499913380534,3.319818634268,3.305128212512112,3.217035218426037,2.971762488001564,2.5195898817748654,2.912818708547171,2.430261192913384,4.114011480235457,2.675516230322744,2.888704466630337
reference_27,3.7456920548536914,3.6242871006867463,3.655692524164403,3.4074602703758234,3.5296497714067128,3.5134952184621007,3.370135823256684,2.9973479818433764,3.0739003650376198,3.454045286382955,3.6114366991257665,3.280220611460936,3.589527125769284,3.5546483647708893,3.5763997258437374,3.2413050517961453,3.3998302656730353,3.3566243034811083,3.332168673178323,4.2601124900466445,3.3759063895204084,3.1772265440841805
reference_28,3.5922012274534874,3.456849423074152,3.2905139824239114,2.6102235053733804,3.0954368921348436,3.2574649828055886,3.012394897543987,3.1934836010783387,2.81988741314786,2.9158203223238233,3.4770717052835773,2.725505877865773,3.2702899714450266,2.819442912294963,3.121530051981471,3.0152994783992937,2.541767269708897,2.951786776922569,2.35692711768113,4.124681090998552,2.69330634887795,2.9385514854811956
reference_29,3.174035074682127,3.3385550070751453,2.8241871498367566,3.3844119387225153,3.5411024285346393,3.233642992026773,3.0952248929705615,3.2286798824698093,3.3335942773663754,3.446046213218709,3.6960330073171623,3.062480003693005,3.5151898026158106,3.5476042688950544,3.303853197681186,3.0463072155598865,3.392742283442455,2.976874489036307,2.6446880921129376,3.7534084608906273,3.2141182710918694,3.255965096347145
reference_30,3.8757865181597846,3.7097481702428707,3.6538141052500093,3.369004217449951,3.506561326268033,3.602213928127351,3.331447784829283,3.364684016501844,3.400795427691605,3.3977328701990186,3.5807887499272346,3.3562564768226415,3.5727735730305534,3.5581818359184263,3.184694466287983,3.3269927644676187,3.399428642057698,2.991816697554042,3.338109864330499,4.292100323556209,3.3642013863473195,3.2552695119684145
reference_31,3.8778408255156354,3.6899009740235234,3.6715785243453216,3.4993684935113865,3.541594306277447,3.6298303833563916,3.395932320923468,3.4620209279749123,3.4055662742707,3.475479749252742,3.8353311486864525,3.505643159512518,3.6448609133934973,3.6517011445132477,3.629808473082351,2.6801340600795305,3.467145259768992,3.38873452553951,3.50244792946423,4.325232023169566,3.503147925960654,3.2083030264500993
reference_32,3.713892882567803,3.5201164131061184,3.5072786566068603,3.2652051020911217,3.415111968977644,3.506489929234763,3.1918529591339593,3.2934523801324724,3.256968029174024,3.3623430471942144,3.6287521971560004,3.2551769951090046,3.449585716831041,3.4534986623348236,3.3976643340587414,2.9888023815695055,3.2865632176780015,3.1208142173853326,3.2616797339453134,4.258216686798406,3.273840885290672,2.959894488351182
reference_33,3.6496316426795743,3.5789601825206625,3.564123081556383,3.129926417136499,3.413652976310903,3.4376834809231345,2.9009803501350193,3.375783495763841,3.262378228770869,3.208669829535183,3.6666864192200137,3.200634478491813,3.465271097173509,3.478507467152808,3.405564392491691,3.186257627469961,3.151136015559893,3.2445210479914888,3.246464288230508,4.1648950763155606,3.1916772770017663,3.062798280643372
reference_34,3.6907817201944106,3.5647044548820706,3.559208715722825,3.4086332424830674,3.440844447664568,3.1715035823752626,2.98040696334554,3.0874987742516993,3.3141600965114546,3.3820974982108583,3.631698539786816,3.154141821414511,3.471712264961703,3.498673189416218,3.413896921787834,2.889241164632615,3.3313642702788346,2.847297017105287,2.933950410588258,4.12218552525425,3.198529384769251,3.1389515842251856
reference_35,3.5417501500231365,3.4631891564008255,3.222619053364318,3.379044227375686,3.3086090111766175,3.4199002370113853,3.2328395225864655,3.30066235595569,3.2665018202598723,3.326092160643973,3.5829041703822613,3.1932266337459865,3.059152434380873,3.0523797018811947,3.356057884259904,3.20553691717249,3.2905902158362648,3.1750678465474884,3.0908107335357267,4.236770705118775,3.1253145289299504,3.081691319840794
reference_36,3.6904534256990273,3.5523215805081207,3.5275509523214916,3.2591211704239367,3.036435643648063,3.333133945039992,3.230298157216907,3.3139872759428917,3.2703382351725625,3.3325883533169667,3.6635218287870885,3.2898065946309463,3.5377616024296716,3.0896652016523483,3.397605171266704,3.1418342470061167,3.26750203475236,2.9353567407189947,3.1972817030442093,4.272612870502591,3.2934808291678688,3.0854775751976304
reference_37,3.5150466159688745,3.355129874323393,3.3732218616186573,3.063525780574349,3.1862354019789514,2.939638616751402,2.4728964862845113,2.948181235647407,3.0232246019236846,3.167399823432558,3.4707859123622495,2.852928692071684,3.2942893317493325,3.2315668543816414,3.110501621547031,2.5474948735776306,3.0175186379774064,2.528626506996157,2.6398946809877475,3.9963066472150532,2.902963990074675,2.9082760816816804
reference_38,4.269510425968292,4.251317521168878,4.936479887209672,5.056542314563274,4.97391487205374,5.087300660509794,4.924368546638489,4.605014197876066,4.951466543040399,5.074424908897809,5.01725772425437,5.049873101855486,4.259048954560297,4.844365848163796,5.083823779781237,4.931314871894837,4.923412742152625,4.695221946097315,4.950441389312422,3.7590652467536927,4.9951297508125325,4.826952706400404
reference_39,3.796521242762437,3.8128644638772946,3.8415663974400616,3.2723031992984772,3.548109151340816,3.5992529141558687,3.1253821921691896,3.599670564760268,3.5079872884467287,3.537495755250907,3.8345650185943603,3.4373521764519235,3.6150330981769754,3.5701453681736943,3.5532887140747467,3.423892894281948,3.371253541421756,3.434366709802759,3.40181456872171,4.420051964128017,3.4318709958213827,3.3897028795106774
reference_40,3.7200034360373913,3.5840829122860494,3.634682587658636,3.285705393136978,3.383704036642316,3.434824972760095,3.271396926719165,3.371671055313706,3.3446963153976523,3.3947896094316894,3.6998107107888463,3.320587776725572,3.5262368814011404,3.44709992720747,3.4450031756520207,3.2198533963621405,3.275881978557222,3.1934184043262865,3.3316055431894553,4.263467211017311,3.326983534921624,3.1753931208795443
reference_41,3.580808207398354,3.3477930229528616,3.311944040488772,3.2059494666738457,3.2164932772162387,3.292912195176277,3.0779946901909345,3.063505878477504,3.1241548196288274,3.2348354876955208,3.3431215854428085,3.160151906021337,3.1989555279000568,3.304727911586557,3.300759067582649,3.093960256098621,3.083785461022594,2.6398281731773063,3.1247262456566403,4.051568733628402,3.143995449027158,2.9629390706079546
reference_42,3.235144960257127,3.396248902780249,2.6719532907775667,3.440171927212131,3.2304557082753456,3.4246016701819575,3.335025997258589,3.3280254132045974,3.450675252439038,3.5582068447144795,3.757122974309562,3.264080843888663,3.527002544787961,3.503258616873283,3.4062007426410226,3.3053045709028233,3.4455943787400827,2.6729338118973325,3.1168516714249765,3.607428098101431,3.256168691256707,3.279648698384086
reference_43,3.6538664216156533,3.4656280465080593,3.4495754836083563,3.339080216814471,3.2728017896046384,3.4919637268671044,3.2832144948662285,3.254988281227827,3.249462007366963,3.371721785125303,3.5383884118987323,3.159676231673768,3.481174125801207,3.352306625186205,2.7821301676009926,2.9014810534392947,3.2667946639847485,2.952557952826673,3.2571280857901375,4.002896566859007,3.2741503194759627,3.0967770783443704
reference_44,3.5967744096906844,3.531259266366857,3.5235848164967103,3.3415448347461787,3.409319138336353,3.49724591065652,3.286555431245844,3.310555274281705,3.2683525690974977,3.347825060069922,3.6914777407800488,3.1916335787896055,3.5139811895841238,3.4786877203809277,2.7918270178818583,2.540733334666097,3.3044113794282897,3.1398587303994154,3.326429222949158,4.186633604338294,3.30983168340714,2.987021514323572
reference_45,3.64126822257884,3.6885031662998458,3.271464176022823,3.5220087732967382,3.629860431054403,3.60505865997282,3.4745068283361435,3.6156993090171814,3.555451996240725,3.5594864690232204,3.8020539131476876,3.5584549340412552,3.7398954455468054,3.5811595106985092,3.7000450779068124,3.409989779735068,3.4776158262759096,3.4148496816896086,3.5829949294126386,4.303195414762735,3.547390007838537,3.2475909390424205
reference_46,3.325546965891566,3.573650754747667,2.811606067065083,3.6591026295736313,3.7003236928729053,3.409297736478294,3.531929143395042,3.563272119830132,3.6044126983913736,3.615232077414804,3.884036461878276,3.472343214562688,3.681912754672701,3.782135089467717,3.7126466054867726,3.5668672268645802,3.3265692895527765,3.6072276524017473,3.5745012089388646,3.9415932109668734,3.590302352949884,3.41380780736516
reference_47,3.9432644164386215,3.8311663278535995,3.8050179014857473,3.0237785880917416,3.6192345640562285,3.191863975924281,3.5210533482140693,3.5106566200801783,3.5556157480720656,3.5815730159527637,3.737087675863633,3.335130334326477,3.6936707296488698,3.1744060490024557,3.613574985793127,2.813135823789869,2.973260402845887,3.1218152232607204,3.5352937687870374,4.430450320772768,3.2394547489872325,3.3698503801880983
reference_48,3.7171182409970838,3.6034161277799335,3.042868613618733,3.3831638724711843,3.515278775623245,3.3849010803611925,3.283526551388146,3.4413978832181917,3.1431255620553578,3.2566908999586177,3.592604762289743,3.3657440541719965,3.5960410046392983,3.5081654492128234,3.4015366911616205,3.2672049798179503,3.348539703420503,3.298285537627772,3.3965092718615706,4.275788233870289,3.374778015013297,3.1037208870037793
reference_49,3.135396198023276,2.9622370410931214,3.4809901029847925,3.5760395896590356,3.576837618482787,3.613695671859967,3.4969578802957537,3.094686456799507,3.457657866268302,3.554844034948271,3.66651903476572,3.5153520639741327,2.9517923742363146,3.5311688946580886,3.6248378047865293,3.4856693685695284,3.509448741796056,2.936429686450541,3.4448952478294363,3.556358052827835,3.4608296093570616,3.3869973172232197
reference_50,3.7086684062971016,3.663449702259949,3.6091317561884986,3.2315596895659744,3.6262405077893907,3.561678722680714,3.4511418471138593,3.47942959519453,3.570608592257765,3.5586507633922526,3.751107671212379,3.453592769598309,3.5551040258118225,3.328177737536144,3.6000740192377068,3.1785379391707047,3.2098125549497776,3.294491940534621,3.4735303794428596,4.074010768653065,3.3868711622120267,3.36587562219754
reference_51,3.680397000815782,3.47836389938471,3.4368391019609903,3.397082661082985,3.4333501240826134,3.4040642948144124,3.254447471868899,3.265323905421503,3.2649035327523017,3.4030134964748537,3.6266984779604936,3.2424843168208763,3.4728357618577674,3.4698841354213736,3.30301824371458,3.2878223584387642,3.339668529431102,2.496239128070654,3.0616192928781563,4.170259516334464,3.287699936770154,3.2368072360150912
reference_52,3.946528597396122,3.8586718745641853,3.734506532647641,3.7089420243629454,3.833896779017115,3.645531077911359,3.5044814519165044,3.5933055756631496,3.719934073217627,3.7777339158582888,3.8743832687819006,3.547697413020043,3.782966723737913,3.6543377560638426,3.7245317550631705,3.637338432980305,3.70969285567711,3.5802511362054883,3.6737303494230535,4.077161183863878,3.684088999764254,3.4487058675776994
reference_53,3.1961186639749,3.446847675256159,2.764076833597688,3.5974706160690895,3.6969468900270366,3.1906372560812444,3.291517526979049,3.4374987959679735,3.5933368460938175,3.640275511014287,3.9054220115869174,3.397463459448058,3.614841064252089,3.637062721399367,3.616569182739515,3.045783696017407,3.5837701340391126,2.963088427031399,3.1872527766522576,3.030156905936342,3.41490432624919,3.3216464174917255
reference_54,3.830540009507882,3.6949650945278987,3.694840303975978,3.3800060407952546,3.401822169453088,3.4293830531052962,3.210490874597383,3.413502149735391,3.344049993964821,3.3770162099541228,3.6575582197687626,3.3670818395142352,3.5653026687914964,3.4319704354166984,3.41824456781217,3.2840117801438966,3.3391814868902037,3.2158780060145635,3.348743578534511,4.337803001950979,3.3839601303864257,3.174485870242335
reference_55,3.588347111131265,3.475492420433288,3.4500169536395244,3.296919508071327,3.321493299300087,3.370518361128247,3.2160706855565073,3.299131815686524,3.1845105984130253,3.2624079450408336,3.5600931187820435,3.258924355185131,3.43641925817857,3.3708853564415935,3.3555376111822253,3.0962439037852914,3.1941843473233478,3.0865907044864236,3.304980498295158,4.092975031406284,3.2387583943443317,2.849638184449962
reference_56,3.8107021778861694,3.7100443356656228,3.6809140874618715,3.456242628864098,3.5560605233361127,3.587159182316996,3.420929375946044,3.409363355177343,3.3382718140521956,3.4831496510239894,3.760197614313126,3.3158142993177275,3.6296142622726175,3.6397480372747424,3.3557340556843793,3.033124971100375,3.4005179520947246,3.340278996569575,2.9818060986722745,4.285357263902665,3.2878993624287864,3.298902504430902
reference_57,3.7124059436007713,3.623752036885474,3.1417619663448737,3.4794069028792385,3.5358054996713273,3.5789082256876563,3.304157947008848,3.4000186563205723,3.370558204120234,3.4697786237607766,3.715958079785729,3.3654671749052554,3.625442981697042,3.5126170712351805,3.374679983128016,3.00593388800941,3.458785795344237,2.9591392995264667,3.202423582070174,4.238265821265031,3.3327434502668405,3.1437747734786674
reference_58,3.2815395310809143,3.478269026316239,2.22445308247573,3.1699505554545406,3.5877542031923007,3.59845455826231,3.4254325616878027,3.4775259684887057,3.220115540545834,3.3675958217999735,3.8870855456565865,3.382818521392325,3.3397399691677965,3.7146632407917033,3.2602913085182172,3.114344170444141,3.546605987108785,3.287519283984107,3.1906070423703246,3.8803895474307066,3.3720466996931817,3.43028423101351
reference_59,3.674717659070817,3.5819593987506337,3.5526840154497075,3.385057353661076,3.5381121129153166,3.249430523816424,3.00744405406485,3.2453196669642472,3.382246281487788,3.4485704197503613,3.7579622893495146,3.0845725444856886,3.5899489913802114,3.5107194757102596,3.192293811513923,2.643379352160688,3.348406344397326,2.696516862970665,2.7785837439584644,4.207717329371531,3.145567536122388,3.2268034035015227
reference_60,3.542266066542298,3.426739063712034,3.461225649255381,2.5773442610839847,3.2220354655821914,2.963632800257348,2.915020895298577,3.094684705184519,3.1506798982795745,3.2806523115960693,3.5690559534192086,2.8061432435327394,3.3965817236582616,2.7214656401691437,3.2375720161339894,1.4343795207791399,2.6927996542347383,2.3358217590153094,2.894545707086593,4.028349114718008,2.7187666435983675,2.8977545242295144
reference_61,3.5416763594817233,3.4658023162637543,3.470404153239093,2.121122595501785,3.26170706129118,2.9862676375541763,3.1725373559236583,3.2547530688741073,3.2130176240155977,3.3088266449262522,3.557782331753014,2.8009786795040297,3.4434300241071365,2.6825668662099367,3.330273218502612,2.5998522276369345,1.7147352268878981,2.7574928469129394,3.233838242838524,4.159189297067275,2.5462602701381942,2.974037118400037
reference_62,3.690837490607293,3.637423883055197,3.569027264560967,2.233077762493071,3.487570537428283,3.341876506853355,3.3193340124532105,3.292713626688292,3.3824604749418072,3.468906776956957,3.688660654125308,3.013544604466048,3.6330449045183277,2.521917550051032,3.458430945258717,2.7907351121445654,2.281066071839768,2.9622246116321573,3.0871766232472044,4.278829898578781,2.658122135996897,3.185960622737595
reference_63,2.780562654266877,2.62652027688547,3.4019762742717905,2.832004336471399,3.2275673666257703,3.0356773604364733,2.95094603496818,2.6827659958755303,3.136648909040387,3.3542109418709143,3.476353950483545,2.8679596831606236,2.6165980542586658,2.8473349403505077,3.305281386516716,2.3316851389850073,2.7716844872489785,1.9986690805479657,2.8097067040626755,3.288012007248393,2.7510288938262883,3.0606164578790613
reference_64,3.702584370704823,3.5317969071944666,3.5092760927265467,2.791500888156609,3.46141824015603,3.293324115430622,2.986017942036639,3.219353751860104,3.2641075633743992,3.3529017995373698,3.6520421459160475,2.7805411630747408,3.496468866559163,3.3109487302781804,3.403441313538198,2.552865209831416,2.701839159590465,2.795693412907998,3.1532265040209535,4.237376591302643,2.57927001451369,2.934541233457466
reference_65,3.5439662725846848,3.4482010134667163,3.4158330508009676,2.440052400979042,3.1627300027125926,2.9327836561912033,2.797732902987218,3.0211694614105222,3.0780505711320054,3.2031127637914585,3.28882539326787,2.702754248412543,3.3205481701891206,2.632693534678173,3.1730469945715045,2.091812064005538,2.5456720228047325,2.242214713562154,2.6930934733085405,4.091960501174927,2.6175298581631194,2.8658080916051696
reference_66,3.6063010599930507,3.469625961575183,3.194101149480355,2.9458060614272457,3.275468816536724,3.0872856594072267,2.9346929267023794,3.1124113016417807,2.996253877331786,3.0607008571658714,3.4317464184599724,2.881042666185588,3.4380412782753234,3.073488396451356,3.1588312046586684,2.521171181044753,2.9760446422123827,2.6990128797185595,2.982610211582434,4.223225257384427,2.890607802922068,2.935168417703615
reference_67,3.5133814196474544,3.777513892809751,3.007459741140014,3.9613761288317204,4.017015656977629,3.9106727428803842,3.847427250430489,3.9136403258800505,3.959490694054047,3.9427330408581107,4.191535028410792,3.9603815469240398,3.9392424797899337,3.9555896123199465,4.059798116427368,3.808187739205736,3.9273482998902414,3.785934441475444,3.9139551738162153,3.2791790504593847,3.945077913913753,3.67232174773972
reference_68,3.5076987001330626,3.4799666912387703,3.4902781401358776,2.534728762713109,3.253534626378384,2.9212565705627744,2.7770295262626927,3.0711969865943796,3.1561279020574893,3.0685364507696358,3.5327211612600204,2.7746415438017435,3.40933938555592,2.712763515630606,3.236343346134602,2.045934172726979,2.5567591077778378,2.2478713465067695,2.83841147860605,4.065997954764353,2.7097648560684813,2.709257629880553
reference_69,3.5885417991540884,3.4528964033085483,3.5264988183588883,2.81108139777428,3.3608779786717835,3.328946145677416,3.1091281876503225,3.166304212208684,3.159043981064365,3.19149949667399,3.55906839123493,2.92471850185473,3.409655460645389,2.934129540835441,3.111625064767318,2.6384171234459783,2.8170878489496447,2.7493463833103045,3.175492740681056,4.185762914099233,2.849730216674653,2.9808462510965876
reference_70,3.5110814645612347,3.4185737098349227,3.4889839625816395,2.531843214378595,3.216229610591874,2.8944051739998513,2.8589374895469906,2.983558490304351,3.0897244401300745,3.231271398119663,3.4739590041115282,2.7306258518542044,3.3800687414684623,2.620756558534622,3.1498025434796033,2.091630080015503,2.5603853579624767,2.2320077056476753,2.7746647489535747,4.0582755370423795,2.677961930760385,2.849770692144496
reference_71,3.539914451499532,3.4134563116989756,3.4073025065723472,2.9905205269512174,3.294105736173212,3.318704533788446,3.1232178646879203,3.248662065131521,3.1752183806211303,3.2318718486471814,3.5686632701720242,3.0687310300303405,3.297992341222746,3.1366714740612984,3.29049551369999,2.8225521095082775,2.9143260874679235,2.9993207989632937,3.1908631373466374,4.0165608813451055,2.980439356367685,2.984677121511755
reference_72,3.4877765149939135,3.3851109859285016,3.4285318507132176,2.087161259380713,3.2108990376765294,3.2986086390630844,3.0239756845652193,3.1518683139733956,3.085772733964163,3.2296938949274026,3.422840393953764,2.8313703694010846,3.379204657676289,2.6899420149138797,3.2468676264215537,2.5329169903712825,2.0132428100788506,2.7005052582047697,3.189550194240985,4.07782412678619,2.4834430673322907,2.8961770414380243
reference_73,3.5861299372200532,3.3983528090705124,3.4044384089264557,3.1152018036388394,3.184981833521973,3.3287467852524553,3.157751350548291,3.23765314349699,3.160018478799396,3.128204346508419,3.4197089938477276,3.1602554973057444,3.3520198394936855,3.1844999046857834,3.291944190962117,3.0501536625515,2.9987504887171323,3.0198730422522653,3.13473599895454,4.099013359213114,3.173586787271978,2.88590156799183
reference_74,3.5347321084963714,3.388322138498576,3.4500072378145834,2.8791628316830806,3.2383062353171064,3.3096567737165863,3.0406104191714602,3.1750627103435467,3.101749858630374,3.2222729082562265,3.4895342117731136,3.0448312855338497,3.3589471705425433,2.9705690310187807,3.253710738208563,2.7449065736976577,2.8744279944456825,2.90819991799241,3.197950187804646,4.099512919921179,2.9827832632858753,2.8460354447247926
reference_75,3.7159609287726045,3.616107843110846,3.306462876787571,2.749026727209435,3.4382994719262867,3.081706886109711,3.305403247171723,3.3843358052961823,3.3897261147169426,3.420140232381231,3.677012426761706,2.821659559147383,3.5984065291765193,3.151515858138315,2.869495262689084,2.856706152643485,1.9406814083126769,2.9506328151271473,3.3754425469703047,4.3056346725048895,2.8394184655709354,3.1995708974408585
reference_76,3.848307959067225,3.7291504843441654,3.6964237715800903,3.313297307354796,3.5116929387193143,3.6096630451677436,2.997350241402269,3.4224968408203127,3.4698912081599387,3.506127464083088,3.774537134069085,3.4026032576653935,3.330602142095617,3.5754540944470405,3.5381889349856306,2.9048735682992235,3.2536254323566185,3.2930376674614186,3.184595307214932,4.367528238277435,3.3850158643608355,3.4456924138235268
reference_77,3.830395319162313,3.6940471186617927,3.6622846808118026,2.7781242003761295,3.589586323825602,3.1799647791231247,3.236479845192433,3.3271378359773753,3.451243918022727,3.5353081959434913,3.694054884120345,3.0960633052254987,3.7042156880470625,3.657110226084614,3.401521943503114,2.9286344219274967,2.8717323602314,2.784341120820707,3.1528051438322207,4.30252599047184,2.905234914014961,3.3234106331211644
reference_78,3.786171423982741,3.6689531457976976,3.5994115698751235,3.4190828773629187,3.548345742891654,3.6055121500432965,3.309980535412312,3.485379813955545,3.3684194744283515,3.375424164626498,3.7175659618378876,3.4118459765964717,3.5905208577420877,3.5835023371326926,3.534404988277629,2.981128623276631,3.3467505181115276,3.3542660107138165,3.476413793063257,4.353659737498283,3.367621784810974,2.5215340302466505
reference_79,3.4081149419815215,3.3026636728152114,3.2707236596318783,2.5832583135089027,3.088938312558949,3.248044520641366,2.823113068028806,3.0938302376557636,2.773075502531488,2.9200652776232046,3.34436511665684,2.8168547464268334,3.202110318517672,2.711801155857166,3.1844584631653268,2.1841063046471714,2.4457210509623653,2.618227954804895,3.111831376532393,4.059225470487478,2.690642596291908,2.351858238432877
reference_80,3.6129537939002083,3.4615940458418386,3.407938342041562,2.686636112589083,3.0247001281203336,3.458337784543578,3.079136029900389,3.2300623335958556,3.1620377160862976,3.265863277104541,3.5135917474340586,3.0277169070688124,3.359885814718968,3.2141679906907714,3.3213724569477727,3.0558709421293533,2.676778937217238,2.9514900627591154,3.020576139652015,4.190547664521771,2.7578646231039414,3.08405567283631
reference_81,3.5983095302970507,3.417465125910196,3.417597051149019,3.211326556523967,3.2221129861608,3.368713929867047,3.015149965689994,3.1789952405093014,3.09053405962652,3.207096908931533,3.4567294583201407,3.108457375886279,3.382854696577983,3.2691779681121824,3.3181124350326723,3.057165591709938,3.094883773222982,2.977542837247138,3.225675537661967,4.079497161508083,3.045154293494274,2.9345171589161407
